"","Date","Address","Type","Total","Unit","Building","Area","Age","Floor","Pattern","District","Year","month","MRT","Room","Hall","Bath"
"1277","105年12月","中正區中華路一段1~30號                                
                                                                            ","純車位",44,NA,3.55,0.02,1,1,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 北門站 》                                
                                                                
                                    近捷運 西門站 》",0,0,0
"1278","105年12月","中正區和平西路二段16巷1~30號                                
                                                                            ","華廈",1558,76.4,20.39,7,43.6,2,"2房/1廳/1衛","中正",105,12,"",2,1,1
"1279","105年12月","中正區羅斯福路一段31~60號                                
                                                                            ","住宅大樓",2700,82,32.91,3.52,29.2,5,"2房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",2,2,2
"1280","105年12月","中正區林森南路99巷2弄1~30號                                
                                                                            ","公寓",243,54.6,4.45,2.04,NA,3,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",2,1,1
"1281","105年12月","中正區信義路二段61~90號                                
                                                                            ","華廈",820,71.6,11.45,2.07,NA,6,"3房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 東門站 》",3,1,1
"1282","105年12月","中正區羅斯福路三段210巷1~30號                                
                                                                            ","公寓",850,63.2,13.45,8.55,47.9,4,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 台電大樓站 》",1,1,1
"1283","105年12月","中正區寧波東街16巷1~30號                                
                                                                            ","店面(店鋪)",1600,69.1,23.14,4.07,31.2,1,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                                                
                                    社區 新隆社區 》",0,0,0
"1284","105年12月","中正區南昌路二段181~210號                                
                                                                            ","住宅大樓",2465,83.6,29.48,2.31,38.3,4,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",3,2,2
"1285","105年12月","中正區羅斯福路二段61~90號                                
                                                                            ","套房",1250,96.3,12.97,0.99,27.4,11,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》",1,1,1
"1286","105年12月","中正區林森南路91~120號                                
                                                                            ","純車位",180,NA,7.42,0.06,6.3,1,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                
                                    近捷運 台大醫院站 》",0,0,0
"1287","105年12月","中正區忠孝東路一段31~60號                                
                                                                            ","套房",970,85.6,11.34,1.19,9.6,14,"1房/0廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 善導寺站 》",1,0,1
"1288","105年12月","中正區南海路31~60號                                
                                                                            ","純車位",98,NA,5.11,0.06,9.2,-3,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",0,0,0
"1289","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",2708,97.7,38.65,5.15,0,6,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",1,1,1
"1290","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3579,92.9,48.69,7.18,0,3,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1291","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",2688,96.9,38.65,5.15,0,6,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",1,1,1
"1292","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",2700,98,38.65,5.15,0,7,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",1,1,1
"1293","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3488,92,48.69,7.18,0,2,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1294","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3600,93.5,48.69,7.18,0,4,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1295","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3618,95.7,48.69,7.18,0,6,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1296","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3720,97.9,48.93,7.24,0,8,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1297","105年12月","中正區博愛路1~30號                                
                                                                            ","套房",790,55.6,14.22,1.79,39,6,"0房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 北門站 》                                
                                                                
                                    近捷運 西門站 》",0,1,1
"1298","105年12月","中正區杭州南路一段71巷1~30號                                
                                                                            ","華廈                                                含車位",4468,71.5,72.55,13.25,NA,5,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 善導寺站 》                                
                                                                
                                    近捷運 忠孝新生站 》                                
                                                                
                                    近捷運 東門站 》                                
                                                                                                
                                    社區 福人大廈 》",3,2,2
"1299","105年12月","中正區羅斯福路二段121~150號                                
                                                                            ","套房",1198,81.9,14.63,1,13,7,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                                                
                                    社區 奧斯町 》",1,1,1
"1300","105年12月","中正區南昌路二段181~210號                                
                                                                            ","純車位",160,NA,0.41,0.2,4.4,1,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》",0,0,0
"1301","105年12月","中正區莒光路91~120號                                
                                                                            ","公寓",835,37.4,22.32,6.5,NA,2,"1房/1廳/1衛","中正",105,12,"",1,1,1
"1302","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",2730,111.9,35.27,4.47,0,10,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",1,1,1
"1303","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3620,93,49.09,7.27,0,3,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1304","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",2788,100.2,38.42,5.11,0,9,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",1,1,1
"1305","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3700,95.2,49.09,7.27,0,6,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",1,1,1
"1306","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",5398,99.7,64.69,10.42,0,8,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1307","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3598,93.5,49.09,7.27,0,5,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1308","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3680,96.3,48.69,7.18,0,7,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1309","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3700,95.8,49.09,7.27,0,7,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1310","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",2677,94.8,38.65,5.15,0,3,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",1,1,1
"1311","105年12月","中正區汀州路二段271~300號                                
                                                                            ","華廈                                                含車位",3500,90.7,49.09,7.27,0,2,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",2,1,1
"1312","105年12月","中正區中華路二段481~510號                                
                                                                            ","華廈",1240,43.8,28.33,5.28,25.9,7,"3房/1廳/2衛","中正",105,12,"",3,1,2
"1313","105年12月","中正區臨沂街71巷1~30號                                
                                                                            ","華廈                                                含車位",1436,36,39.93,9.48,7.7,5,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 東門站 》",3,2,2
"1314","105年12月","中正區館前路1~30號                                
                                                                            ","套房",966,67.5,14.31,1.19,39.8,6,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 台北車站 》",1,1,1
"1315","105年12月","中正區和平西路二段16巷1~30號                                
                                                                            ","華廈",1535,75.3,20.39,7,43.6,4,"2房/1廳/1衛","中正",105,12,"",2,1,1
"1316","105年12月","中正區仁愛路二段15巷1~30號                                
                                                                            ","華廈                                                含車位",2250,75.6,29.76,7.75,13.4,2,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 東門站 》",2,1,1
"1317","105年12月","中正區重慶南路三段61~90號                                
                                                                            ","住宅大樓",1600,43.3,36.96,4.53,33.4,11,"3房/1廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》",3,1,2
"1318","105年12月","中正區南昌路二段121~150號                                
                                                                            ","套房",740,81.9,9.03,0.93,9.3,2,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》",1,1,1
"1319","105年12月","中正區羅斯福路二段151~180號                                
                                                                            ","店面(店鋪)",12000,135,88.91,10.63,14.8,1,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》",0,0,0
"1320","105年12月","中正區汀州路二段91~120號                                
                                                                            ","華廈",1600,60.1,26.64,7.37,33.5,7,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                                                
                                    社區 和平新城 》",3,2,2
"1321","105年12月","中正區愛國東路31~60號                                
                                                                            ","公寓",2950,81.8,36.06,10.83,39.8,3,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",3,2,2
"1322","105年12月","中正區羅斯福路四段31~60號                                
                                                                            ","住宅大樓",2425,64.1,37.85,4,31.4,10,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 公館站 》",3,2,2
"1323","105年12月","中正區羅斯福路三段151~180號                                
                                                                            ","住宅大樓                                                含車位",9500,127,89.34,6.27,0.9,14,"2房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 台電大樓站 》                                
                                                                                                
                                    社區 台大OPUSONE 》",2,2,2
"1324","105年12月","中正區羅斯福路三段91~120號                                
                                                                            ","住宅大樓",1000,35.7,28.02,2.38,40.5,7,"3房/2廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 台電大樓站 》                                
                                                                                                
                                    社區 保固大樓 》",3,2,1
"1325","105年12月","中正區晉江街98巷1弄1~30號                                
                                                                            ","公寓",3000,67.3,44.61,17.34,NA,1,"4房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",4,2,2
"1326","105年12月","中正區和平西路二段16巷1~30號                                
                                                                            ","華廈",1700,83.4,20.39,7,43.6,1,"1房/1廳/1衛","中正",105,12,"",1,1,1
"1327","105年12月","永昌段四小段331~360地號                                
                                                                            ","純土地",150000,206.2,NA,727.51,NA,0,"0房/0廳/0衛","中正",105,12,"",0,0,0
"1328","105年12月","中正區連雲街26巷1~30號                                
                                                                            ","公寓                                                含車位",3620,73.7,49.13,13.76,28.4,4,"4房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 大安森林公園站 》                                
                                                                
                                    近捷運 東門站 》",4,2,2
"1329","105年12月","中正區臨沂街71巷19弄1~30號                                
                                                                            ","公寓",700,57.6,12.15,3.84,33.8,1,"3房/2廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 東門站 》",3,2,1
"1330","105年12月","中正區泉州街145巷1~30號                                
                                                                            ","華廈",1320,46,28.69,5.33,30.7,4,"3房/2廳/2衛","中正",105,12,"",3,2,2
"1331","105年12月","中正區和平西路二段16巷1~30號                                
                                                                            ","華廈",1457,72.3,20.14,6.91,43.6,4,"1房/1廳/1衛","中正",105,12,"",1,1,1
"1332","105年12月","中正區羅斯福路三段151~180號                                
                                                                            ","住宅大樓                                                含車位",10750,142.9,91.17,6.44,0.9,19,"3房/2廳/3衛","中正",105,12,"                                                    
                                                                
                                    近捷運 台電大樓站 》                                
                                                                                                
                                    社區 台大OPUSONE 》",3,2,3
"1333","105年12月","中正區中華路二段303巷1~30號                                
                                                                            ","公寓",650,49.8,13.05,5.8,49.6,2,"2房/1廳/1衛","中正",105,12,"",2,1,1
"1334","105年12月","中正區衡陽路61~90號                                
                                                                            ","套房",937,50.5,18.57,1.45,22,5,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 西門站 》",1,1,1
"1335","105年12月","福和段一小段391~420地號                                
                                                                            ","純土地",634,120.5,NA,5.26,NA,0,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 台電大樓站 》",0,0,0
"1336","105年12月","中正區羅斯福路三段151~180號                                
                                                                            ","住宅大樓                                                含車位",9038,120.8,91.17,6.44,0.9,5,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 台電大樓站 》                                
                                                                                                
                                    社區 台大OPUSONE 》",3,2,2
"1337","105年12月","中正區羅斯福路四段78巷1弄1~30號                                
                                                                            ","公寓",3000,69.5,43.16,12.66,35.5,4,"4房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 公館站 》",4,2,2
"1338","105年12月","中正區汀州路二段241~270號                                
                                                                            ","華廈                                                含車位",930,23.9,38.94,8.59,8.7,7,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                                                
                                    社區 快易居二期 》",3,2,2
"1339","105年12月","中正區新生南路一段160巷1~30號                                
                                                                            ","華廈",600,81.9,7.33,1.91,NA,3,"4房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 大安森林公園站 》                                
                                                                
                                    近捷運 東門站 》",4,2,2
"1340","105年12月","中正區忠孝東路一段31~60號                                
                                                                            ","純車位",115,NA,2.39,0.02,9.6,1,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 善導寺站 》",0,0,0
"1341","105年12月","中正區和平西路二段16巷1~30號                                
                                                                            ","華廈",1400,69.5,20.14,6.91,43.6,3,"1房/1廳/1衛","中正",105,12,"",1,1,1
"1342","105年12月","中正區仁愛路二段20巷1~30號                                
                                                                            ","華廈                                                含車位",5100,86.8,58.72,11.13,6.8,1,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 東門站 》                                
                                                                                                
                                    社區 仁愛首杭 》",3,2,2
"1343","105年12月","中正區汀州路一段211~240號                                
                                                                            ","華廈                                                含車位",1430,68.9,21.52,4.15,0.3,8,"0房/0廳/0衛","中正",105,12,"",0,0,0
"1344","105年12月","中正區汀州路一段211~240號                                
                                                                            ","華廈                                                含車位",1430,69.7,21.31,4.1,0.3,8,"0房/0廳/0衛","中正",105,12,"",0,0,0
"1345","105年12月","中正區重慶南路二段86巷1~30號                                
                                                                            ","華廈",60,75.7,0.79,0.17,39.9,1,"2房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》",2,1,1
"1346","105年12月","中正區濟南路二段62巷1~30號                                
                                                                            ","公寓",6477,51.3,126.24,43.56,49.1,1,"12房/4廳/4","中正",105,12,"衛                                                    
                                                                
                                    近捷運 忠孝新生站 》",1,4,4
"1347","105年12月","中正區杭州南路一段77巷1~30號                                
                                                                            ","華廈                                                含車位",3446,140,25.61,5.95,0.7,6,"2房/2廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 善導寺站 》                                
                                                                
                                    近捷運 忠孝新生站 》                                
                                                                
                                    近捷運 東門站 》                                
                                                                                                
                                    社區 正文仁愛 》",2,2,1
"1348","105年12月","中正區三元街181~210號                                
                                                                            ","華廈",4180,64.6,64.73,14.14,34.5,1,"0房/0廳/0衛","中正",105,12,"",0,0,0
"1349","105年12月","中正區和平西路二段32巷1~30號                                
                                                                            ","公寓",956,43,22.25,8.62,NA,4,"2房/1廳/1衛","中正",105,12,"",2,1,1
"1350","105年12月","中正區羅斯福路一段83巷1~30號                                
                                                                            ","套房",1866,115.4,16.17,1.82,7.3,14,"1房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                                                
                                    社區 璞趣 》",1,1,1
"1351","105年12月","中正區廈門街61~90號                                
                                                                            ","店面(店鋪)",1350,82.6,16.34,2.75,18.2,1,"0房/1廳/1衛","中正",105,12,"                                                    
                                                                
                                    近捷運 古亭站 》",0,1,1
"1352","105年12月","中正區臨沂街71巷19弄1~30號                                
                                                                            ","華廈                                                含車位",6000,99.7,60.17,14.54,6.3,3,"3房/2廳/2衛","中正",105,12,"                                                    
                                                                
                                    近捷運 大安森林公園站 》                                
                                                                
                                    近捷運 忠孝新生站 》                                
                                                                
                                    近捷運 東門站 》",3,2,2
"1353","105年12月","中正區林森南路91~120號                                
                                                                            ","純車位",100,NA,1.8,0.02,6.3,1,"0房/0廳/0衛","中正",105,12,"                                                    
                                                                
                                    近捷運 中正紀念堂站 》                                
                                                                
                                    近捷運 台大醫院站 》",0,0,0
"1354","105年11月","中正區汀州路二段61~90號                                
                                                                            ","住宅大樓                                                含車位",2105,83.4,32.03,1.72,0,6,"0房/0廳/1衛","中正",105,11,"                                                    
                                                                
                                    近捷運 古亭站 》",0,0,1
"1355","105年11月","中正區水源路1~30號                                
                                                                            ","華廈",1488,47.9,31.09,5.34,32,6,"3房/2廳/1衛","中正",105,11,"                                                    
                                                                
                                    近捷運 台電大樓站 》",3,2,1
"1356","105年11月","中正區懷寧街1~30號                                
                                                                            ","華廈                                                含車位",2220,45.9,48.35,1.49,21.3,3,"0房/1廳/1衛","中正",105,11,"                                                    
                                                                
                                    近捷運 台北車站 》                                
                                                                
                                    近捷運 台大醫院站 》",0,1,1
"1357","105年11月","中正區同安街61~90號                                
                                                                            ","公寓",1500,57.5,26.08,10.36,47.3,4,"1房/1廳/1衛","中正",105,11,"                                                    
                                                                
                                    近捷運 古亭站 》",1,1,1
"1358","105年11月","中正區寧波西街91~120號                                
                                                                            ","純車位",600,NA,46.45,0.25,NA,0,"0房/0廳/0衛","中正",105,11,"",0,0,0
"1359","105年11月","中正區羅斯福路三段121~150號                                
                                                                            ","住宅大樓                                                含車位",14600,144.7,116.75,8.65,0.8,19,"4房/2廳/3衛","中正",105,11,"                                                    
                                                                
                                    近捷運 台電大樓站 》                                
                                                                                                
                                    社區 台大OPUSONE 》",4,2,3
"1360","105年11月","中正區金門街1~30號                                
                                                                            ","公寓",771,80,9.64,3.24,NA,1,"0房/0廳/0衛","中正",105,11,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 台電大樓站 》",0,0,0
"1361","105年11月","中正區羅斯福路二段4巷1~30號                                
                                                                            ","華廈                                                含車位",2491,31,80.4,13.15,5.8,-1,"5房/2廳/4衛","中正",105,11,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                
                                    近捷運 中正紀念堂站 》",5,2,4
"1362","105年11月","中正區汀州路二段241~270號                                
                                                                            ","華廈",2545,68.9,36.95,8.11,8.6,8,"2房/2廳/1衛","中正",105,11,"                                                    
                                                                
                                    近捷運 古亭站 》                                
                                                                                                
                                    社區 快易居二期 》",2,2,1
"1363","105年11月","中正區汀州路三段91~120號                                
                                                                            ","公寓",1350,52.1,25.93,5.14,45.8,2,"3房/2廳/1衛","中正",105,11,"                                                    
                                                                
                                    近捷運 台電大樓站 》                                
                                                                
                                    近捷運 公館站 》",3,2,1
